국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합함과 아울러 하부(220)의 횡단면이 상변에 비해 하변의 폭이 좁은 사다리꼴 구조를 갖도록 형성되어 저면의 양측에 경사면이 형성된 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치됨과 아울러 내측에 상기 중간부재(200)의 경사면에 대응하는 경사면이 형성된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 경사방향 가이드부(400);를 포함하고 중간부재(200)의 하부(220)는 종단면이 다각형 구조로 형성되며 확장부재(300)의 경사면과 중간부재(200)의 경사면은 상호 면접촉하도록 편평하게 형성된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합함과 아울러 하부(220)의 횡단면이 상변에 비해 하변의 폭이 좁은 사다리꼴 구조를 갖도록 형성되어 저면의 양측에 경사면이 형성된 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치됨과 아울러 내측에 상기 중간부재(200)의 경사면에 대응하는 경사면이 형성된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 경사방향 가이드부(400);를 포함하고상기 중간부재(200)의 하부(220)는 종단면이 다각형 구조로 형성되며 상기 확장부재(300)의 경사면과 상기 중간부재(200)의 경사면은 상호 면접촉하도록 편평하게 형성되고상기 경사방향 가이드부(400)는상기 확장부재(300)의 경사면에 외측을 향하여 방사상 구조로 형성됨과 아울러 상측에 비해 하측의 폭이 넓게 형성된 복수의 경사방향 가이드홈(410);상기 경사방향 가이드홈(410)에 삽입되어 가이드되도록 상기 중간부재(200)의 경사면에 돌출형성됨과 아울러 상측에 비해 하측의 폭이 넓게 형성된 경사방향 가이드돌부(420);를포함하는 것을 특징으로 하는 선단확장형 파일.,7,10-2011-0075812,2011-07-29,2013-0013896,2013-02-06,1335613,2013-11-26,이대동
KR,P,경사부가 형성된 선단확장형 파일(EXTENDED PILE HAVING INCLINED SECTION),본 발명은 본체(100); 본체(100)의 폭에 비해 큰 폭을 갖도록 본체(100)의 선단에 형성된 확장부(200);를 포함하고 확장부(200)의 상면은 가장자리부에 비해 중앙부가 높도록 경사지게 형성된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 압축부재로서의 기능은 물론 인장부재로서의 기능도 효율적으로 수행할 수 있도록 한다.,본체(100);상기 본체(100)의 폭에 비해 큰 폭을 갖도록 상기 본체(100)의 선단에 형성된 확장부(200);를 포함하고상기 확장부(200)의 상면은 가장자리부에 비해 중앙부가 높도록 경사지게 형성되고상기 확장부(200)의 횡단면은 사다리꼴 구조이며 상기 본체(100) 및 확장부(200)는 강관 재질에 의해 형성되어 천공 홀에 삽입되고상기 확장부(200)의 종단면은 원형 구조이며상기 확장부(200)는횡단면이 사다리꼴 구조이고 종단면이 원형 구조인 경사부(210);상기 경사부(210)의 하부에 형성된 원통형 구조의 바닥부(220);를 포함하고상기 경사부(210)의 상측 중앙부에는 상기 본체(100)의 하단이 삽입되도록 삽입공(211)이 형성되며상기 본체(100)의 하단 외주면 및 상기 확장부(200)의 삽입공(211) 내주면에는 나사산이 형성되고상기 바닥부(220)의 저면에는 다수의 비트부(240)가 돌출형성된 것을 특징으로 하는 경사부가 형성된 선단확장형 파일.,5,10-2011-0004811,2011-01-18,2012-0083608,2012-07-26,1294744,2013-08-02,반석기초이앤씨(주) | 이광영 | 박성주
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합함과 아울러 하부(220)의 횡단면이 상변에 비해 하변의 폭이 좁은 사다리꼴 구조를 갖도록 형성되어 저면의 양측에 경사면이 형성되며 심부에 설치공(201)이 형성된 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치됨과 아울러 내측에 상기 중간부재(200)의 경사면에 대응하는 경사면이 형성된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 경사방향 가이드부(400); 중간부재(200) 및 복수의 확장부재(300)의 하부를 덮도록 형성된 저판부(510)와 중간부재(200)의 설치공(201)에 삽입되도록 저판부(510)의 상측으로 연장형성된 연장부(520)를 구비함과 아울러 중간부재(200)에 대하여 상하방향 구동이 가능하도록 설치된 저판부재(500);를 포함하는 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합함과 아울러 하부(220)의 횡단면이 상변에 비해 하변의 폭이 좁은 사다리꼴 구조를 갖도록 형성되어 저면의 양측에 경사면이 형성되며 심부에 설치공(201)이 형성된 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치됨과 아울러 내측에 상기 중간부재(200)의 경사면에 대응하는 경사면이 형성된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 경사방향 가이드부(400);상기 중간부재(200) 및 복수의 확장부재(300)의 하부를 덮도록 형성된 저판부(510)와 상기 중간부재(200)의 설치공(201)에 삽입되도록 상기 저판부(510)의 상측으로 연장형성된 연장부(520)를 구비함과 아울러 상기 중간부재(200)에 대하여 상하방향 구동이 가능하도록 설치된 저판부재(500);를 포함하는 것을 특징으로 하는 선단확장형 파일.,14,10-2011-0075815,2011-07-29,2013-0013899,2013-02-06,0,0,이대동
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합한 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400); 천공 홀의 바닥면에 접촉 시 상승구동하면서 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고 중앙부재(500)의 저면에는 중앙부재(500)보다 큰 폭을 갖는 확장판 형성부재(610)가 설치되며 확장부재(300)의 저면 가장자리에는 중앙부재(500)가 상승한 상태에서 확장판 형성부재(610)와 함께 확장판(600)을 형성하도록 하측으로 확장판 가장자리부재(620)가 돌출형성된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합한 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400);천공 홀의 바닥면에 접촉 시 상승구동하면서 상기 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 상기 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고상기 중앙부재(500)의 저면에는 상기 중앙부재(500)보다 큰 폭을 갖는 확장판 형성부재(610)가 설치되며상기 확장부재(300)의 저면 가장자리에는 상기 중앙부재(500)가 상승한 상태에서 상기 확장판 형성부재(610)와 함께 확장판(600)을 형성하도록 하측으로 확장판 가장자리부재(620)가 돌출형성된 것을 특징으로 하는 선단확장형 파일.,12,10-2011-0063886,2011-06-29,2013-0002733,2013-01-08,0,0,이대동
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합한 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400); 천공 홀의 바닥면에 접촉 시 상승구동하면서 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500); 확장부재(300)의 확장구동을 제한하도록 형성된 확장구동 제한부(600);를 포함하는 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합한 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400);천공 홀의 바닥면에 접촉 시 상승구동하면서 상기 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 상기 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);상기 확장부재(300)의 확장구동을 제한하도록 형성된 확장구동 제한부(600);를포함하는 것을 특징으로 하는 선단확장형 파일.,12,10-2011-0063884,2011-06-29,2013-0002731,2013-01-08,0,0,이대동
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합한 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400); 천공 홀의 바닥면에 접촉 시 상승구동하면서 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고 중앙부재(500)는 종단면이 다각형 구조로 형성되고 횡단면이 상변에 비해 하변의 폭이 넓은 사다리꼴 구조로 형성되며 확장부재(300)의 내측 단부는 횡단면이 중앙부재(500)의 외면에 대응하는 경사진 구조로 형성되고 확장부재(300)의 내측면과 중앙부재(500)의 외측면은 상호 면접촉하도록 편평하게 형성된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합한 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400);천공 홀의 바닥면에 접촉 시 상승구동하면서 상기 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 상기 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고상기 중앙부재(500)는 종단면이 다각형 구조로 형성되고 횡단면이 상변에 비해 하변의 폭이 넓은 사다리꼴 구조로 형성되며상기 확장부재(300)의 내측 단부는 횡단면이 상기 중앙부재(500)의 외면에 대응하는 경사진 구조로 형성되고상기 확장부재(300)의 내측면과 상기 중앙부재(500)의 외측면은 상호 면접촉하도록 편평하게 형성된 것을 특징으로 하는 선단확장형 파일.,11,10-2011-0063880,2011-06-29,2013-0002730,2013-01-08,0,0,이대동
KR,P,연결부를 구비한 피에이치씨 파일 조립체와 전단보강 복합파일 및 선단 확장 파일(PHC PILE ASSEMBBLY HAVING CONNECTING PART SHEAR ENFORCING COMPLEX PILE AND VERTICAL HEM EXPANDING PILE),본 발명은 간단한 구조로 견고하게 피에이치씨 파일을 연결할 수 있는 연결부를 구비한 피에이치씨 파일 조립체에 관한 것으로 높이 방향을 따라 연장되는 제1중공부가 관통 형성되며 원주 방향을 따라 복수의 강선이 일정한 간격으로 내재되는 피에이치씨 파일과; 상기 피에이치씨 파일의 일단부에 고정 결합되며 그 중심에 상기 제1중공부와 연통되는 제2중공부가 관통 형성되고 상기 피에이치씨 파일보다 더 큰 직경을 갖도록 형성되는 전단보강부를 포함하여 구성됨으로써 피에이치씨 파일 조립체를 간단한 구조를 통하여 상호 연결함으로써 피에이치씨 파일 조립체의 연결에 소요되는 시간을 단축시킴과 동시에 상호 연결된 피에이치씨 파일 조립체가 용이하게 이탈되지 않도록 하여 피에이치씨 파일 조립체 연결 강성을 높일 수 있는 효과가 있다. ,높이 방향을 따라 연장되는 중공이 관통 형성되며 원주 방향을 따라 복수의 강선이 일정한 간격으로 내재되는 피에이치씨 파일과;상기 피에이치씨 파일과 피에이치씨 파일을 상호 연결하도록 상기 피에이치씨 파일의 단부에 결합되며 상기 피에이치씨 파일보다 더 큰 직경을 갖도록 형성된 환형의 연결부재와 상기 연결부재와 연결부재를 상호 결합시키도록 상기 연결부재를 관통하여 체결되는 체결수단으로 이루어지는 연결부를;포함한 것을 특징으로 하는 연결부를 구비한 피에이치씨 파일 조립체.,10,10-2011-0047125,2011-05-19,2012-0129079,2012-11-28,0,0,주식회사 포유엔지니어링 | 최영덕
KR,P,선단확장 파일(EXTENDED PILE),본 발명은 내부에 중공이 형성된 본체(100); 본체(100)의 폭에 비해 큰 폭을 갖도록 본체(100)의 선단에 결합한 확장판(200); 본체(100)의 내면과 확장판(200)의 상면에 공통으로 결합하는 보강부재(300);를 포함하는 것을 특징으로 하는 선단확장 파일을 제시함으로서 천공 홀에 대한 파일의 근입 작업이 원활히 수행될 수 있고 파일의 근입 작업 시 확장판의 손상을 방지할 수 있도록 한다.,내부에 중공이 형성된 본체(100);상기 본체(100)의 폭에 비해 큰 폭을 갖도록 상기 본체(100)의 선단에 결합한 확장판(200);상기 본체(100)의 내면과 상기 확장판(200)의 상면에 공통으로 결합하는 보강부재(300);를 포함하는 것을 특징으로 하는 선단확장 파일.,11,10-2011-0038450,2011-04-25,2012-0120713,2012-11-02,0,0,이태수
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 형성됨과 아울러 가장자리부에 비해 중앙부가 하측으로 돌출되도록 형성된 경사부(150); 경사부(150)의 하부에 방사대칭구조로 설치된 복수의 가이드부재(200); 가이드부재(200)에 의해 가이드되어 외측으로 돌출구동이 가능하도록 설치된 복수의 확장부재(300);를 포함하는 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 형성됨과 아울러 가장자리부에 비해 중앙부가 하측으로 돌출되도록 형성된 경사부(150);상기 경사부(150)의 하부에 방사대칭구조로 설치된 복수의 가이드부재(200);상기 가이드부재(200)에 의해 가이드되어 외측으로 돌출구동이 가능하도록 설치된 복수의 확장부재(300);를 포함하는 것을 특징으로 하는 선단확장형 파일.,11,10-2011-0034332,2011-04-13,2012-0116716,2012-10-23,0,0,이대동
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 지중에 매설되도록 형성된 파일 본체(100); 본체(100)의 하단에 결합한 중간부재(200); 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300); 중간부재(200)와 복수의 확장부재(300)를 결합함과 아울러 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400); 천공 홀의 바닥면에 접촉 시 상승구동하면서 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고 중앙부재(500)의 상측에는 상단에 머리부(710)가 형성된 스토퍼부재(700)가 돌출형성되며 중간부재(200)에는 스토퍼부재(700)가 관통하는 스토퍼부재 관통공(220)이 상하방향을 따라 형성되고 스토퍼부재 관통공(220)에는 스토퍼부재(700)의 상향구동만을 허용하고 하향구동을 제한하는 하향구동 제한부재(600)가 설치된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공경을 작게 하더라도 파일의 삽입작업이 가능하여 공사비용 및 기간을 줄일 수 있고 천공 홀의 내면과 확장부재의 저촉을 방지하여 안정적인 시공이 가능하며 동일한 직경의 천공 홀에서 종래에 비해 더욱 큰 선단지지력을 얻을 수 있도록 한다.,지중에 매설되도록 형성된 파일 본체(100);상기 본체(100)의 하단에 결합한 중간부재(200);상기 중간부재(200)에 대하여 외측으로 방사상 확장구동이 가능하도록 설치된 복수의 확장부재(300);상기 중간부재(200)와 상기 복수의 확장부재(300)를 결합함과 아울러 상기 복수의 확장부재(300)의 방사상 확장구동을 가이드하도록 형성된 종방향 가이드부(400);천공 홀의 바닥면에 접촉 시 상승구동하면서 상기 확장부재(300)의 내측 단부를 외측으로 밀어냄으로써 상기 복수의 확장부재(300)를 외측으로 확장구동시키도록 설치된 중앙부재(500);를 포함하고상기 중앙부재(500)의 상측에는 상단에 머리부(710)가 형성된 스토퍼부재(700)가 돌출형성되며상기 중간부재(200)에는 상기 스토퍼부재(700)가 관통하는 스토퍼부재 관통공(220)이 상하방향을 따라 형성되고상기 스토퍼부재 관통공(220)에는 상기 스토퍼부재(700)의 상향구동만을 허용하고 하향구동을 제한하는 하향구동 제한부재(600)가 설치된 것을 특징으로 하는 선단확장형 파일.,10,10-2011-0063879,2011-06-29,2012-0113646,2012-10-15,0,0,이대동
KR,P,선단 압축 및 팽창 기능을 구비한 마이크로파일(MICROPILE COMPRISING FUNCTION OF COMPRESSION AND INFLATION FOR ENDS),본 발명은 선단지지력을 보다 확실하게 강화할 수 있음은 물론 주면마찰력의 강화를 함께 꾀할 수 있는 선단 압축 및 팽창 기능을 구비한 마이크로파일에 관한 것으로서 지반의 천공홀에 삽입되는 장봉의 파일체와 상기 파일체의 선단면을 밑면으로 하고 상면이 상기 파일체의 선단으로부터 돌출 형성된 원뿔대 형상의 선단부재와 각각이 독립된 복수의 고정부재로서 원기둥 형상을 가지도록 각각이 방사상으로 면접하면서 결합되고 각각의 내측면이 상기 선단부재의 외경면에 면접하도록 상기 선단부재가 상부에서 쐐기 결합되며 상기 선단부재의 하강시 각각이 방사상으로 벌어지면서 각각의 외주면이 상기 천공홀의 내주면을 압박하여 고정되는 지압고정구를 포함하여 이루어진다.,지반의 천공홀에 삽입되는 장봉의 파일체와상기 파일체의 선단면을 밑면으로 하고 상면이 상기 파일체의 선단으로부터 돌출 형성된 원뿔대 형상의 선단부재와각각이 독립된 복수의 고정부재로서 원기둥 형상을 가지도록 각각이 방사상으로 면접하면서 결합되고 각각의 내측면이 상기 선단부재의 외경면에 면접하도록 상기 선단부재가 상부에서 쐐기 결합되며 상기 선단부재의 하강시 각각이 방사상으로 벌어지면서 각각의 외주면이 상기 천공홀의 내주면을 압박하여 고정되는 지압고정구를 포함하고상기 파일체는선단부 외주면을 따라 환형의 돌기가 형성되고상기 지압고정구는상단부의 내경면을 따라 상기 파일체의 돌기와 형합되는 환형의 돌기홈이 형성되며 상기 상단부의 외경면을 따라 환형의 링결합홈이 형성되고상기 지압고정구의 링결합홈에 탄성적으로 압박 결합되는 환형의 고무링과상기 지압고정구에 쐐기 결합된 상기 선단부재의 원뿔대 형상의 상면이 상기 지압고정구의 바닥면과 동일한 평면까지만 하강하도록 상기 파일체의 선단면으로부터 상방 외주면에 환형으로 돌출 형성되고 상기 지압고정구의 상단에 접촉하여 상기 선단부재의 하강을 제한하는 제1 스톱퍼와상기 제1 스톱퍼보다 상방에 위치하고 상기 파일체의 외주면에 환형으로 돌출 형성된 제2 스톱퍼와상기 제1 스톱퍼 및 제2 스톱퍼 사이에 탄력 지지되고 상기 파일체가 내부로 삽입되도록 상기 천공홀의 직경보다 작은 압축코일스프링을 더 포함하는 것을 특징으로 하는 선단 압축 및 팽창 기능을 구비한 마이크로파일.,1,10-2011-0139153,2011-12-21,0,0,1181543,2012-09-04,황규철
KR,P,선단확장형 파일(EXTENDED PILE),본 발명은 본체(100); 본체(100)의 폭에 비해 큰 폭을 갖도록 본체(100)의 선단에 형성된 선단확장부(200);를 포함하고 선단확장부(200)의 가장자리부에 트임홈(210)이 형성된 것을 특징으로 하는 선단확장형 파일을 제시함으로써 천공 홀에 대한 파일의 삽입작업을 원활히 하면서도 우수한 구조적 안정성을 갖도록 한다.,본체(100);상기 본체(100)의 폭에 비해 큰 폭을 갖도록 상기 본체(100)의 선단에 형성된 선단확장부(200);를 포함하고상기 선단확장부(200)의 가장자리부에 트임홈(210)이 형성된 것을 특징으로 하는 선단확장형 파일.,11,10-2011-0004812,2011-01-18,2012-0083609,2012-07-26,0,0,반석기초이앤씨(주) | 이광영 | 박성주
KR,P,강관말뚝 선단확대장치 및 그를 이용한 강관말뚝 시공방법(Steel pipe pile equipped with base enlargement device and the construction method),본 발명은 강관말뚝의 선단부를 확장하기 위한 확대장치가 장착된 강관말뚝을 회전?압입에 의해 관입시키고 강관 내부는 중굴 굴착을 통해서 내부 천공함으로써 진동 및 소음 공해 발생을 억제시키고 강관말뚝 관입 시공 효율을 증가시킬 수 있는 강관말뚝 선단확대장치 및 그를 이용한 강관말뚝 시공방법에 관한 것이다. 본 발명은 중공관 형태의 제1 강관말뚝 선단 외주면에 톱니날을 갖는 선단확대판을 장착하는 제1 단계; 상기 제1 강관말뚝을 지반으로 회전?압입시켜 지표로부터 일정심도까지 확대천공하면서 강관말뚝을 관입하는 제2 단계; 제1 강관말뚝 내부에 오거를 인입하고 회전시켜 중굴굴착하는 제3 단계; 관입된 제1 강관말뚝 상단에 제2 강관말뚝을 결합하는 제4 단계; 상기 제1 및 제2 강관말뚝을 회전?압입시킴과 동시에 강관 내부의 선단부를 오거로 굴착하면서 지반의 소정깊이까지 관입하는 제5 단계; 상기 제1 및 제2 강관말뚝에 의해 확장된 지반 천공부의 선단부로부터 소정 높이까지 몰탈을 주입하는 제6 단계; 상기 제1 및 제2 강관말뚝 주면부에 그라우트재를 채운후 양생시켜 말뚝 구조체를 형성하는 제7 단계; 및 구조물의 두부를 정리하는 제8 단계를 포함하는 강관말뚝 선단확대장치를 이용한 시공방법을 제공한다. ,지상의 천공장비에 의해 직립되게 설치되며 중공부를 가지고 천공장비로부터 제공되는 동력에 의해 지반의 굴착위치로 회전?압입되는 강관 말뚝 몸체; 상기 강관말뚝 몸체의 내부에 인입되어 강관말뚝 내부를 중굴 굴착하되 필요시 선단 확대굴착수단에 의해 관입될 면적의 하부 지반을 확대굴착하기 위한 오거; 및상기 강관말뚝 몸체의 선단 외주면에 반경방향으로 확장된 디스크 판 형태로 이루어지며 지반 천공시 굴착공의 유효면적을 확대시키기 위한 선단 확대굴착수단을 포함하되 상기 선단 확대굴착수단은 상호 엇갈리게 위치된 반원 디스크판으로 이루어지되 각 반원 디스크판은 수평방향에서 소정 기울기만큼 비스듬히 위치하며 상기 반원 디스크판의 직선단면부에는 톱니날이 형성되어 있는 것을 특징으로 하는 강관말뚝의 선단확대장치.는 강관말뚝의 선단확대장치.,8,10-2008-0132031,2008-12-23,2010-0073373,2010-07-01,1144312,2012-05-02,한국건설기술연구원
KR,P,확장쐐기형 선단부를 가지는 말뚝(Pile with head of extending wedge type),본 발명은 확장쐐기형 선단부를 가지는 말뚝에 관한 것으로 상세하게는 지반에 형성된 천공에 삽입하여 구조물의 하중을 지지하는 말뚝에 있어서 지반에 형성된 천공에 삽입되고 기둥 형상을 이루며 하단에는 단부로 갈수록 테이퍼지게 형성된 슈가 형성된 파일과 내측면에 상기 슈의 외주면과 밀착될 수 있는 경사면이 형성되고 복수개가 구비되어 상기 슈의 외주면에 일시적으로 결합되는 확장쐐기와 상기 확장쐐기를 상기 슈의 외주면에 일시적으로 체결시키는 체결수단과 상기 복수개의 확장쐐기를 외주를 둘러 일시적으로 묶어주는 보강밴드를 포함하여 이루어지되 상기 슈는 원뿔형상으로 이루어지고 상기 확장쐐기의 내측면은 상기 슈의 원뿔형상 표면에 밀착되도록 곡경사면을 형성하며 복수개가 일체로 체결되어 원기둥 형상을 이루게 됨으로써 상기 파일의 자중에 의해 상기 슈가 하강하면서 상기 체결수단 및 보강밴드가 해체되어 상기 확장쐐기가 각각 외측으로 확장되는 것을 특징으로 하며 이에 의하여 시공시 파일의 1자중에 의해 체결수단과 보강밴드가 해제되면서 확장쐐기가 자연적으로 확장되며 구조물의 하중은 선단지지력과 주변마찰력 및 측면지지력에 의해 견고하게 지지되므로 종래보다 큰 하중을 지지할 수 있게 되며 지반이 약한 경우에도 침하를 방지할 수 있다.,지반에 형성된 천공에 삽입하여 구조물의 하중을 지지하는 말뚝에 있어서지반에 형성된 천공에 삽입되고 기둥 형상을 이루며 하단에는 단부로 갈수록 테이퍼지게 형성된 슈(12)가 형성된 파일(10)과내측면에 상기 슈(12)의 외주면과 밀착될 수 있는 경사면(22)이 형성되고 복수개가 구비되어 상기 슈(12)의 외주면에 일시적으로 결합되는 확장쐐기(20)와상기 확장쐐기(20)를 상기 슈(12)의 외주면에 일시적으로 체결시키는 체결수단(30)과상기 복수개의 확장쐐기(20)를 외주를 둘러 일시적으로 묶어주는 보강밴드(40)를 포함하여 이루어지되상기 슈(12)는 원뿔형상으로 이루어지고 상기 확장쐐기(20)의 내측면은 상기 슈(12)의 원뿔형상 표면에 밀착되도록 곡경사면을 형성하며 복수개가 일체로 체결되어 원기둥 형상을 이루게 됨으로써 상기 파일(10)의 자중에 의해 상기 슈(12)가 하강하면서 상기 체결수단(30) 및 보강밴드(40)가 해체되어 상기 확장쐐기(20)가 각각 외측으로 확장되는 것을 특징으로 하는 확장쐐기형 선단부를 가지는 말뚝.,4,10-2009-0040096,2009-05-08,2010-0121109,2010-11-17,1067492,2011-09-19,주식회사 백산공영 | 김대우
